CODIGO_E4E;CODIGO_EC;DESC;CONTRATISTA;UNIDAD;DISPERSION;GM
NF2634;BHO101;T3 - CONCRETO/HORMIGÓN;JA10136439;m3;T3;SRTS2200
NF2635;BHO102;T3 - MATERIAL DE EXCAVACIÓN PELIGROSO;JA10136439;kg;T3;SRTS2200
NF2636;BHO103;T3 - MATERIAL DE EXCAVACIÓN O DE DEMOLICIÓN DE OBRAS CIVILES NO PELIGROSAS;JA10136439;m3;T3;SRTS2200
NF2637;BHO104;T3 - MATERIALES BITUMINOSOS Y ASFALTICOS;JA10136439;m3;T3;SRTS2200
NF2638;AHO338;T3 - INSTALACIÓN O REPOSICIÓN  DE UN CONJUNTO DE FUSIBLES BT;JA10136439;Conjunto;T3;LELE0501
NF2639;AHO339;T3 - INSTALACIÓN O REPOSICIÓN DE UN CONJUNTO DE FUSIBLES MT;JA10136439;Conjunto;T3;LELE0501
NF2640;SHO370;T3 - INSTALACIÓN O RETIRO DE FUSIBLES SUBTERRÁNEO EN MT;JA10136439;Conjunto;T3;LELE0502
NF2641;CHO219;T3 - INSTALACIÓN O REPOSICIÓN  DE UN CONJUNTO DE FUSIBLES BT;JA10136439;Conjunto;T3;LEII0900
NF2642;EHO202;T3 - INSTALACIÓN O REPOSICIÓN  DE UN CONJUNTO DE FUSIBLES BT;JA10136439;Conjunto;T3;LELE0501
NF2643;EHO241;T3 - INSTALACIÓN O RETIRO DE FUSIBLES SUBTERRÁNEO EN BAJA TENSIÓN ;JA10136439;Conjunto;T3;LELE0502
NF2644;EHO242;T3 - INSTALACIÓN O RETIRO DE FUSIBLES SUBTERRÁNEO EN MT;JA10136439;Conjunto;T3;LELE0502
NF2645;EHO245;T3 - INSTALACIÓN O REPOSICIÓN DE UN CONJUNTO DE FUSIBLES MT;JA10136439;Conjunto;T3;LELE0501
NF2646;FHO124;T3 - INSTALACIÓN O REPOSICIÓN  DE UN CONJUNTO DE FUSIBLES BT;JA10136439;Conjunto;T3;LELE0504
NF2647;FHO125;T3 - INSTALACIÓN O REPOSICIÓN DE UN CONJUNTO DE FUSIBLES MT;JA10136439;Conjunto;T3;LELE0504
NF2648;ACO501;T3 - INSTALACIÓN ARMAZÓN SECUNDARIA (SIMPLE O DOBLE) CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2649;ACO502;T3 - RETIRO ARMAZÓN SECUNDARIA (SIMPLE O DOBLE) CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2650;ACO503;T3 - INSTALAR CONDUCTORES DESDE 10 MM2 A 50 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;m de red;T3;LELE0600
NF2651;ACO504;"T3 - INSTALAR RED CON CONDUCTORES DESDE 70 MM2 A 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO CON LÍNEA ENERGIZADA (BAJA TENSIÓN)

";JA10136439;m de red;T3;LELE0600
NF2652;ACO505;T3 - RETIRO DE CONDUCTOR AÉREO BT DESNUDO O TRENZADO O CONDUCTOR AISLADO CUALQUIER CAPACIDAD CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;m;T3;LELE0600
NF2653;ACO506;T3 - INSTALACIÓN, SUSTITUCIÓN  O RETIRO CAJA DE PROTECCIÓN O DERIVACIÓN CON ESCALA CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2654;ACO507;T3 - MANTENIMIENTO MENOR EN BT EN AÉREO  CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2655;ACO508;T3 - REPOSICIÓN BASE PORTAFUSIBLES BT EN AÉREO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2656;SCO601;T3 - REALIZAR MUFA RECTA (UNIÓN RECTA O EMPALME) EN CABLES BT MONOPOLARES (TRES FASES Y NEUTRO);JA10136439;Unidad;T3;LELE0600
NF2657;SCO602;T3 - REALIZAR MUFA RECTA SIMPLE (UNIÓN RECTA O EMPALME) EN CABLES BT MONOPOLARES (UNA FASE O NEUTRO);JA10136439;Unidad;T3;LELE0600
NF2658;CCO801;T3 - CORTE MONOFÁSICO EN POSTE CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2659;CCO802;T3 - CORTE TRIFÁSICO EN POSTE  CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2660;CCO803;T3 - REPOSICIÓN MONOFÁSICO EN CAJA DE MEDIDORES  CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2661;CCO804;T3 - REPOSICIÓN POLIFÁSICA EN CAJA DE MEDIDORES CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2662;CCO805;T3 - REPOSICIÓN MONOFASICA O TRIFASICA EN TERMOMAGNÉTICO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2663;CCO806;T3 - REPOSICIÓN  EN POSTE MONOFASICA CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2664;CCO807;T3 - REPOSICIÓN EN POSTE TRIFASICA CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2665;CCO808;T3 - SUPLEMENTO REPOSICIÓN  EN ALTURA (RED DAT/DAM) CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2666;CCO809;T3 - REPOSICIÓN  EN CAMARA, CAJA DE REGISTRO O EMPALME SUBTERRANEO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2667;CCO810;T3 - CORTE EN CAMARA, CAJA DE REGISTRO O EMPALME SUBTERRANEO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2668;CCO811;T3 - CORTE MONOFÁSICO EN CAJA DE MEDIDORES CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2669;CCO812;T3 - CORTE POLIFÁSICO EN CAJA DE MEDIDORES CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2670;CCO813;T3 - CORTE MONOFÁSICO O TRIFÁSICO EN TERMOMAGNÉTICO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2671;CCO814;T3 - MANTENIMIENTO MENOR ACOMETIDA CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2672;CCO815;T3 - INSTALACIÓN DE MEDIDOR MONOFÁSICO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2673;CCO816;T3 - INSTALACIÓN DE MEDIDOR POLIFÁSICO (BIFÁSICO O TRIFÁSICO) CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2674;CCO817;T3 - ACTIVACIÓN DE MEDIDOR DE CLIENTE MEDIDA DIRECTA (INCLUYE CLIENTES PROVISIONALES) CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2675;CCO818;T3 - RETIRADA DE MEDIDOR BT CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2676;ECO501;T3 - ATENCION DE EMERGENCIA EN DOMICILIO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2677;ECO502;T3 - INSTALACIÓN O REPOSICIÓN  DE UN CONJUNTO DE FUSIBLES BT CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Conjunto;T3;LELE0600
NF2678;ECO503;T3 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO DE SECCIÓN MENOR O IGUAL A 36 MM2 CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2679;ECO504;T3 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO DE SECCIÓN ENTRE 36 MM2 Y 120 MM2 CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2680;ECO505;T3 - TENDIDO ACOMETIDA AÉREA BT TRIFÁSICO MAYOR O IGUAL A 120 MM2 CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2681;ECO506;T3 - RETIRO DE ACOMETIDA AÉREA BT CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2682;ECO507;T3 - REPARACIÓN EN LÍNEAS AÉREAS DE BT TALES COMO CABLE PRÉ-REUNIDO O PREENSAMBLADO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2683;ECO508;T3 - INSTALACIÓN SUSTITUCIÓN O RETIRO DE UN TERMINAL BIMETALICO BT CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2684;ECO509;T3 - INSTALACIÓN RETIRO O SUSTITUCIÓN DE PUENTES DE BT (Incluye las 3 fases) CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Conjunto;T3;LELE0600
NF2685;ECO510;T3 - INSTALACIÓN O REPOSICIÓN DE UN FUSIBLE BT CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2686;ACO509;T3 - INSTALACIÓN, SUSTITUCIÓN  O RETIRO CAJA DE PROTECCIÓN O DERIVACIÓN CON ESCALA MASIVO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2687;CCO819;T3 - MANTENIMIENTO MENOR ACOMETIDA MASIVO CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2688;ACO510;T3 - INSTALACIÓN O SUSTITUCIÓN DE PUESTA A TIERRA EN RED DE BAJA TENSIÓN CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2689;ACO511;T3 - INSTALACIÓN O SUSTITUCIÓN DE PUESTA A TIERRA EN RED DE BAJA TENSIÓN (MASIVO) CON LÍNEA ENERGIZADA (BAJA TENSIÓN);JA10136439;Unidad;T3;LELE0600
NF2690;ECO107;T3 - PRELOCALIZACIÓN Y LOCALIZACIÓN DE FALLAS EN CABLES SUBTERRANEOS DE M.T.   ;JA10136439;Unidad;T3;LELE0502
NF2691;ECO108;T3 - PRELOCALIZACIÓN Y LOCALIZACIÓN DE FALLAS EN CABLES SUBTERRANEOS DE M.T.  (CON EQUIPOS APORTADOS POR CONTRATISTA);JA10136439;Unidad;T3;LELE0502
NF2692;ECO402;T3 - PRUEBAS VLF (VERY LOW FRECUENCY) PARA CABLES SUBTERRÁNEOS MT NUEVOS (CON EQUIPOS APORTADOS POR CONTRATISTA);JA10136439;Unidad;T3;LELE0502
NF2693;ECO403;T3 - PRUEBAS VLF (VERY LOW FRECUENCY) PARA CABLES SUBTERRÁNEOS MT NUEVOS;JA10136439;Unidad;T3;LELE0502
NF2694;TCO130;T3 - TALA SIN RETIRO DE RESIDUOS;JA10136439;Unidad;T3;MELE0502
NF2695;TCO131;T3 - SUMINISTRO DE ESPECIES ARBÓREAS POR COMPENSACIÓN;JA10136439;Unidad;T3;MELE0502
NF2696;TCO132;T3 - TALA ESPECIALIZADA DE ÁRBOLES H> 15 M CON CORTES PROGRESIVOS ;JA10136439;Unidad;T3;MELE0502
NF2697;TCO133;T3 - MANTENIMIENTO DE PLANTACIÓN FORESTAL POR ÁRBOL 0,3<=H<=2 M;JA10136439;Unidad;T3;MELE0502
NF2698;TCO134;T3 - VISITA TÉCNICA A TERRENO PARA LA ATENCIÓN DE SOLICITUDES FORESTALES ;JA10136439;Unidad;T3;MELE0502
NF2699;TCO135;T3 - PODA TECNICA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN;JA10136439;Unidad;T3;MELE0502
NF2700;TCO136;T3 - PODA TECNICA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;Unidad;T3;MELE0502
NF2701;TCO137;T3 - TALA EXTRA ESPECIALIZADA DE ÁRBOLES H> 15 M  EN SITUACIONES ESPECIALES CON CORTES PROGRESIVOS ;JA10136439;Unidad;T3;MELE0502
NF2702;THO102;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁREA ARBORIZADA EN LÍNEA DE MEDIA TENSIÓN;JA10136439;m2;T3;MELE0502
NF2703;THO103;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN;JA10136439;Unidad;T3;MELE0502
NF2704;THO104;T3 - TALA DE ÁREA ARBORIZADA EN LÍNEA DE MEDIA TENSIÓN;JA10136439;m2;T3;MELE0502
NF2705;THO105;T3 - TALA DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN;JA10136439;Unidad;T3;MELE0502
NF2706;THO106;T3 - LEVANTAMIENTO DE DATOS DE VEGETACIÓN EN LA LÍNEA DE MEDIA TENSIÓN;JA10136439;km;T3;MELE0502
NF2707;THO107;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁREA ARBORIZADA EN LÍNEA DE MEDIA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;m2;T3;MELE0502
NF2708;THO108;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;Unidad;T3;MELE0502
NF2709;THO110;T3 - TALA DE ÁREA ARBORIZADA PARA CONSTRUCCIÓN DE NUEVA LÍNEA DE MEDIA TENSIÓN;JA10136439;m2;T3;MELE0502
NF2710;THO111;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁREA ARBORIZADA EN LÍNEA DE BAJA TENSIÓN;JA10136439;m2;T3;MELE0502
NF2711;THO112;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE BAJA TENSIÓN;JA10136439;Unidad;T3;MELE0502
NF2712;THO113;T3 - TALA DE ÁRBOL AISLADO EN LÍNEA DE BAJA TENSIÓN;JA10136439;Unidad;T3;MELE0502
NF2713;THO114;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁREA ARBORIZADA EN LÍNEA DE BAJA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;m2;T3;MELE0502
NF2714;THO115;T3 - PODA Y/O DESRAMIFICACIÓN DE ÁRBOL AISLADO EN LÍNEA DE BAJA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;Unidad;T3;MELE0502
NF2715;THO116;T3 - TALA DE ÁREA ARBORIZADA EN LÍNEA DE MEDIA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;m2;T3;MELE0502
NF2716;THO117;T3 - TALA DE ÁRBOL AISLADO EN LÍNEA DE MEDIA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;Unidad;T3;MELE0502
NF2717;THO118;T3 - TALA DE ÁREA ARBORIZADA PARA CONSTRUCCIÓN DE NUEVA LÍNEA DE MEDIA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;m2;T3;MELE0502
NF2718;THO119;T3 - TALA DE ÁRBOL AISLADO EN LÍNEA DE BAJA TENSIÓN SIN RETIRO DE RESIDUOS;JA10136439;Unidad;T3;MELE0502
NF2719;THO200;T3 - RETIRO DE ARBOL POR  VOLCAMIENTO SOBRE LAS REDES DE MEDIA Y/O BAJA TENSIÓN;JA10136439;Unidad;T3;MELE0502
NF2720;THO201;T3 - PAGO ADICIONAL POR TRABAJOS RELIZADOS EN HORARIO NOCTURNO O EN DIAS FESTIVOS;JA10136439;Puntos;T3;MELE0502
NX0001;ACO104;INSTALACIÓN DE CRUCETA ROLLIZA SIMPLE O DOBLE EN DISPOSICIÓN DE PASO. INCLUYE CERCOS DE PROTECCIONES;JA10143993 ;Unidad;T0;LELE0501
NX0002;ACO105;INSTALACIÓN DE CRUCETA ROLLIZA SIMPLE O DOBLE EN DISPOSICIÓN DE REMATE O DERIVACIÓN.;JA10143993 ;Unidad;T0;LELE0501
NX0003;ACO106;RETIRO DE CRUCETA ROLLIZA SIMPLE O DOBLE EN DISPOSICIÓN DE PASO  INCLUYE CERCO DE PROTECCIONES;JA10143993;Unidad;T0;LELE0501
NX0004;ACO107;RETIRO DE CRUCETA ROLLIZA SIMPLE O DOBLE EN DISPOSICIÓN DE REMATE O DERIVACIÓN.;JA10143993;Unidad;T0;LELE0501
NX0005;ACO108;RETIRO DE RED  AÉREA DE TELECOMUNICACIONES POR  VANO;JA10143993;Vano;T0;LELE0501
NX0006;ACO109;TRASLADO MANUAL DE CRUCETAS ROLLIZAS O APARELLAJE EN LUGAR INACCESIBLE PARA VEHÍCULO.;JA10143993;m;T0;LELE0501
NX0007;ACO110;BASE ESPECIAL DE HORMIGÓN ARMADO PARA POSTES (RED CUADRUPLEX);JA10143993;Unidad;T0;LELE0501
NX0008;ACO111;INSTALACIÓN DE ACERO DE REFUERZO DE 60000 PSI;JA10143993;kg;T0;LELE0501
NX0009;AHO098;CAMBIO DE POSTE DE MT;JA10143993;Unidad;T0;LELE0501
NX0010;AHO099;CAMBIO DE POSTE DE BT;JA10143993;Unidad;T0;LELE0501
NX0011;AHO102;INSTALACIÓN DEL POSTE MOZO (REFUERZO) MT Y BT CON TIRANTE (LARGO Y CORTO);JA10143993;Unidad;T0;LELE0501
NX0012;AHO103;RETIRO DEL POSTE MOZO (REFUERZO) MT Y BT CON TIRANTE (LARGO Y CORTO);JA10143993;Unidad;T0;LELE0501
NX0013;AHO108;BASE DE HORMIGÓN PARA POSTES CON CIMENTACIÓN;JA10143993;m3;T0;LELE0501
NX0014;AHO110;INSTALACIÓN DE POSTE  DE MT Y ESTRUCTURA;JA10143993;Unidad;T0;LELE0501
NX0015;AHO111;INSTALACIÓN DE POSTE  DE BT Y ESTRUCTURA;JA10143993;Unidad;T0;LELE0501
NX0016;AHO112;INSTALACIÓN DE POSTE  DE MT CON CONCRETO;JA10143993;Unidad;T0;LELE0501
NX0017;AHO113;INSTALACIÓN DE POSTE  DE BT  CON CONCRETO;JA10143993;Unidad;T0;LELE0501
NX0018;AHO114;EXCAVACIÓN CON EXPLOSIVOS;JA10143993;Unidad;T0;LELE0501
NX0019;AHO115;CONSTRUCCIÓN DE MUROS O CIMENTACIONES EN HORMIGÓN ARMADO O NO;JA10143993;m2;T0;LELE0501
NX0020;AHO117;DEMOLICIÓN O RECUPERACIÓN DE BASE DEL POSTE;JA10143993;Unidad;T0;LELE0501
NX0021;AHO118;REACONDICIONAR, ALINEAR, APLOMAR O VERTICALIZAR POSTE MT O BT;JA10143993;Unidad;T0;LELE0501
NX0022;AHO119;INSTALACIÓN/ DE DISPOSITIVO ANTIESCALO POR  NO EXISTENCIA EN APOYO ;JA10143993;Unidad;T0;LELE0501
NX0023;AHO120;SUMINISTRO E INSTALACIÓN DE BARRERAS CAMINERAS;JA10143993;m;T0;LELE0501
NX0024;AHO121;INSTALACIÓN DE CRUCETA SIMPLE O DOBLE PARA CONDUCTOR DESNUDO EN POSTE EXISTENTE;JA10143993;Unidad;T0;LELE0501
NX0025;AHO122;INSTALACIÓN DE SOPORTE SIMPLE O DOBLE PARA CONDUCTOR AISLADO EN POSTE EXISTENTE;JA10143993;Unidad;T0;LELE0501
NX0026;AHO123;INSTALACIÓN ARMAZÓN SECUNDARIA (SIMPLE O DOBLE);JA10143993;Unidad;T0;LELE0501
NX0027;AHO124;RETIRO DE CRUCETA SIMPLE O DOBLE EN DISPOSICIÓN DE PASO (INCLUSO RED COMPACTA);JA10143993;Unidad;T0;LELE0501
NX0028;AHO125;RETIRO DE CRUCETA SIMPLE O DOBLE EN DISPOSICIÓN DE REMATE O DERIVACIÓN;JA10143993;Unidad;T0;LELE0501
NX0029;AHO126;RETIRO ARMAZÓN SECUNDARIA (SIMPLE O DOBLE);JA10143993;Unidad;T0;LELE0501
NX0030;AHO127;INSTALACIÓN  DE TIRANTE (VIENTO, ANCLA);JA10143993;Unidad;T0;LELE0501
NX0031;AHO128;MANTENIMIENTO O RETIRO DE TIRANTE;JA10143993;Unidad;T0;LELE0501
NX0032;AHO130;PINTADO/ENGRASADO DE POSTE;JA10143993;Evento;T0;LELE0501
NX0033;AHO132;TRASLADO MANUAL DE POSTES (NO DE CONCRETO) Y HERRAJERIA EN LUGAR INACCESIBLE PARA VEHÍCULO;JA10143993;m;T0;LELE0501
NX0034;AHO133;ADICIONAL EXCAVACION EN ROCA;JA10143993;Unidad;T0;LELE0501
NX0035;AHO134;SUMINISTRO EN INSTALACIÓN DE  GUARDAVÍAS (BARRERAS DE CONTENCIÓN) DE 1,2 M DE ALTURA, GALVANIZADOS EN CALIENTE.;JA10143993;m;T0;LELE0501
NX0036;AHO135;INSTALACIÓN DE POSTE MT COLOCADO EN HOYO O CIMENTACIÓN PREEXISTENTE;JA10143993;Unidad;T0;LELE0501
NX0037;AHO136;INSTALACIÓN DE POSTE BT COLOCADO EN HOYO O CIMENTACIÓN PREEXISTENTE;JA10143993;Unidad;T0;LELE0501
NX0038;AHO137;RETIRO DE POSTE  DE MT ;JA10143993;Unidad;T0;LELE0501
NX0039;AHO138;RETIRO DE POSTE  DE BT;JA10143993;Unidad;T0;LELE0501
NX0040;AHO139;TRASLADO MANUAL DE POSTES DE CONCRETO Y HERRAJERIA EN LUGAR INACCESIBLE PARA VEHÍCULO;JA10143993;m;T0;LELE0501
NX0041;AHO140;INSTALACIÓN DE POSTE  DE MT CON CONCRETO mayor a 14 metros;JA10143993;Unidad;T0;LELE0501
NX0042;AHO201;INSTALAR CONDUCTORES DESDE 10 MM2 A 50 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO.;JA10143993;m de red;T0;LELE0501
NX0043;AHO202;INSTALAR RED CON CONDUCTORES DESDE 70 MM2 A 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO.;JA10143993;m de red;T0;LELE0501
NX0044;AHO203;INSTALAR RED CON CONDUCTORES SOBRE 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO.;JA10143993;m de red;T0;LELE0501
NX0045;AHO204;INSTALAR RED COMPACTA  (SPACE CAB) MT;JA10143993;m de red;T0;LELE0501
NX0046;AHO205;INSTALACIÓN DE RED TRENZADA EN MEDIA TENSIÓN;JA10143993;m de red;T0;LELE0501
NX0047;AHO207;EXTENCIÓN PARA CLIENTE O ALUMBRADO PUBLICO EN BT (SECCION <=16MM2);JA10143993;m de red;T0;LELE0501
NX0048;AHO208;RETIRAR CONDUCTOR DESDE 16 MM2 A 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO.;JA10143993;m;T0;LELE0501
NX0049;AHO210;RETIRAR CONDUCTOR O CABLE TRENZADO SOBRE 120 MM2 COBRE O SU EQUIVALENTE EN ALUMINIO ;JA10143993;m;T0;LELE0501
NX0050;AHO211;RETIRO DE CONDUCTOR AÉREO BT DESNUDO O TRENZADO O CONDUCTOR AISLADO CUALQUIER CAPACIDAD;JA10143993;m;T0;LELE0501
NX0051;AHO212;TEMPLAR / TENSIONAR  LOS CONDUCTORES DE CUALQUIER TIPO Y DIMENSIÓN.;JA10143993;Vano;T0;LELE0501
NX0052;AHO213;INSTALACIÓN/CAMBIO DE PROTECCIÓN O MANTAS TERMOCONTRAIBLES EN RED AÉREA;JA10143993;m;T0;LELE0501
NX0053;AHO214;INSTALACIÓN, SUSTITUCIÓN O RETIRO DE UNA UNION, ARRANQUE DERIVACIÓN O EMPALME EN MT (CABLES);JA10143993;Conjunto;T0;LELE0501
NX0054;AHO215;INSTALACIÓN, SUSTITUCIÓN O RETIRO DE UNA UNION ARRANQUE DERIVACIÓN O EMPALME EN BT (CABLES);JA10143993;Conjunto;T0;LELE0501
NX0055;AHO216;INSTALACIÓN DE UN TERMINAL EN CABLES EN BT;JA10143993;Unidad;T0;LELE0501
NX0056;AHO217;INSTALACIÓN DE UN SECCIONALIZADOR O RECONECTADOR (SF6, OLEO, VACIO) SIN CAJA DE CONTROL;JA10143993;Unidad;T0;LELE0501
NX0057;AHO218;INSTALACIÓN DE UN SECCIONADOR AEREO (UNIPOLAR) (CUCHILLAS, FUSIBLES, LLAVES FACA);JA10143993;Unidad;T0;LELE0501
NX0058;AHO219;INSTALACIÓN DE SISTEMA DE CONTROL O TELECONTROL PARA SECCIONALIZADORES;JA10143993;Unidad;T0;LELE0501
NX0059;AHO220;RETIRADA DE UN SECCIONALIZADOR O RECONECTADOR (SF6, OLEO, VACIO);JA10143993;Unidad;T0;LELE0501
NX0060;AHO221;RETIRADA DE UN SECCIONADOR AEREO (CUCHILLAS, FUSIBLES, LLAVES FACA);JA10143993;Unidad;T0;LELE0501
NX0061;AHO222;INSTALACIÓN  DE DESCARGADOR DE TENSIÓN;JA10143993;Unidad;T0;LELE0501
NX0062;AHO223;RETIRADA DE DESCARGADOR DE TENSIÓN;JA10143993;Unidad;T0;LELE0501
NX0063;AHO224;INSTALACIÓN O RETIRADA DE DETECTORES DE FALLA;JA10143993;Conjunto;T0;LELE0501
NX0064;AHO225;REPARACIONES DE FALLAS EN CAJA DE DISTRIBUCIÓN AÉREA.;JA10143993;Unidad;T0;LELE0501
NX0065;AHO226;INSTALACIÓN, SUSTITUCIÓN  O RETIRO CAJA DE PROTECCIÓN O DERIVACIÓN CON ESCALA;JA10143993;Unidad;T0;LELE0501
NX0066;AHO227;INSTALACIÓN, SUSTITUCIÓN O RETIRO DE CAJA DE DISTRIBUCIÓN CON BRAZO HIDRAÚLICO;JA10143993;Unidad;T0;LELE0501
NX0067;AHO228;INSPECCIÓN TERMOGRAFICA EN LÍNEAS DE MEDIA Y BAJA TENSIÓN SIN APORTE DE EQUIPO ;JA10143993;Estructura;T0;LELE0501
NX0068;AHO229;INSPECCIÓN TERMOGRAFICA EN LÍNEAS DE MEDIA Y BAJA TENSIÓN CON APORTE DE EQUIPO ;JA10143993;Estructura;T0;LELE0501
NX0069;AHO230;ULTRASONIDO CON APORTE DE EQUIPO;JA10143993;Unidad;T0;LELE0501
NX0070;AHO231;INSPECCIÓN VISUAL LÍNEA DE BAJA TENSIÓN;JA10143993;km;T0;LELE0501
NX0071;AHO232;INSPECCIÓN VISUAL LÍNEA DE MEDIA TENSIÓN;JA10143993;km;T0;LELE0501
NX0072;AHO233;INSPECCIÓN DE EQUIPOS AEREOS;JA10143993;Unidad;T0;LELE0501
NX0073;AHO234;MANTENIMIENTO MENOR EN BT EN AÉREO;JA10143993;Unidad;T0;LELE0501
NX0074;AHO235;MANTENIMIENTO MENOR EN MT AÉREO;JA10143993;Unidad;T0;LELE0501
NX0075;AHO238;TRABAJOS MENORES EN APOYOS;JA10143993;Unidad;T0;LELE0501
NX0076;AHO239;INSTALACIÓN O SUSTITUCIÓN DE AISLADORES DE CUALQUIER TIPO EN LÍNEA AÉREA O SUB ESTACIÓN;JA10143993;Conjunto;T0;LELE0501
NX0077;AHO240;RETIRO DE AISLADORES ;JA10143993;Unidad;T0;LELE0501
